Date,Open,High,Low,Close,Adj Close,Volume,text
2014-01-16,79.271431,79.550003,78.811432,79.178574,73.671394,57319500,"Apple has agreed to a $32.5 million settlement with the FTC over complaints concerning in-app purchases. This comes after concerns that children were being targeted with these charges. Additionally, Apple sees its stock making a significant move, with a new risk range identified between $542 and $565. 

The company also faces objections that highlight the necessity for an e-book monitor according to a judge. There are challenges anticipated for iPhone sales in China, despite a new deal with China Mobile that could extend beyond just the iPhones.

On the technical side, a FaceTime-related invention involving face morphing and image matching has been mentioned. Market reactions include a surge in Apple's stock as part of a broader tech rally, although 3-D printing stocks are falling. The iPhone now accounts for 42% of smartphones owned in the US. The stock experienced a slight decline by 0.32% on January 16, 2014, with a closing price of $555.56.

Condensed News Text:
Apple settles with the FTC for $32.5 million over in-app purchase issues targeting children. The stock is on the move with a risk range of $542-$565. Challenges await iPhone sales in China, but a new China Mobile deal may boost prospects. Apple's stock participates in a tech rally, yet closes slightly lower at $555.56. The market share of iPhones in the US reaches 42%, and the company continues to innovate with a new FaceTime feature."
2014-01-21,77.284286,78.581429,77.202858,78.438568,72.982872,82131700,"Research suggests the iPad Air competes well with its smaller counterpart. A Market Map update focuses on technology stocks such as AAPL. Traders discuss buying more AAPL shares and observe its performance alongside other notable stocks like CREE, SBUX, and MSFT. Market participants are actively trading AAPL call options. There's a discussion about the FTC focusing on Apple's App Store and not Google Play. AAPL and GOOG stock movement is influencing NASDAQ, with some traders going full bear. Analysts discuss stocks that could benefit from the 4G rollout, and Apple's updated bond market view is noted. There's a mention of hate mail received for posting short trades on AAPL.

Condensed text: Market analyses and trader discussions revolve around the competitive performance of Apple's iPad Air, technology stock movements, and active options trading. AAPL's influence on NASDAQ is noted, as well as regulatory focus on its App Store practices. There's also interest in the beneficiaries of 4G rollout and Apple's bond market status, with a personal anecdote about the reception of AAPL trading strategies."
2014-01-22,78.701431,79.612854,78.258568,78.78714,73.307205,94996300,"Summary of news text:

- On January 22, 2014, Carl Icahn disclosed via Twitter that he has increased his investment in Apple (AAPL) to $3 billion. He has been continuing to buy Apple shares since announcing his position in August 2013 when the stock was at $468 per share. Icahn has been vocal in blasting Apple for its shareholder policies and has called the investment a ""no-brainer.""

- Apple's stock (AAPL) was discussed for experiencing rallies in the morning and the stock was trading around $555.60, up 1.19% during the day.

- CNBC and Forbes reported on Icahn's investment in Apple and he was scheduled to speak on CNBC about it. Icahn's aggressive investment approach and comments on Apple's practices have led to what some call ""Icahn fatigue"" among investors.

- There was news related to Apple's in-store services, including the launch of in-store repair service for iPhone 5C and Apple hiring medical sensor experts for the potential iWatch project, reflecting the company's ongoing innovation and expansion efforts.

- Apple was also mentioned in the context of customer satisfaction, with reports suggesting that it was lagging behind its competitors in this field.

- Microsoft (MSFT) earnings were anticipated, with an eye on the potential impact on Apple's own performance in the market.

- Finally, there was a brief mention of possible developments between Apple and Liquidmetal Technologies (LQMT), with a current Master Transaction Agreement set to expire, leading to speculation about the future of the relationship between the two companies.

Condensed news text:

Carl Icahn has increased his stake in Apple to $3 billion and continues to publicly criticize the company's shareholder policies. Apple's stock saw an intraday increase while the company has been making moves such as enhancing in-store repair services and hiring experts for a potential iWatch. There are also reports of Apple lagging in customer satisfaction compared to rivals. Investors are watching Microsoft's earnings for possible market effects on Apple and the Apple-Liquidmetal Technologies partnership, with an agreement nearing its end, stirring speculation about future dealings."
2014-01-23,78.562859,79.5,77.830002,79.454285,73.927948,100809800,"Billionaire investor Carl Icahn has increased his investment in Apple Inc. (AAPL) by $500 million, bringing his total stake in the company to $3.6 billion. Icahn is advocating for Apple to increase its share buyback program and has issued a seven-page letter to shareholders to explain his position. Meanwhile, Apple is rumored to be planning the release of new iPhone models with larger screens this year. The company's performance in the smartphone market remains strong despite competition. There are also reports suggesting that Apple is working on a mood-based advertisement delivery system. Issues with Apple's Mavericks OS affecting Mail and iCal applications, particularly with Google hosted services, are under investigation by the company. In the options market, there is speculation around Apple's earnings leading to tracking put and call open interest. Lastly, Icahn is expected to discuss his AAPL and EBAY investments in an interview with Charlie Gasparino."
2014-01-24,79.14286,79.374283,77.821426,78.010002,72.584122,107338700,"Apple is speculated to release iPhones with larger displays in the current year. On the occasion of Macintosh's 30th anniversary, discussions arise regarding the historical gains of investing in Apple shares versus buying their products. Carl Icahn has reportedly increased his investment in Apple, now totaling $3.6 billion. The performance of Apple stock ($AAPL) is a subject of interest and discussion among investors, with comparisons to other tech giants like Google ($GOOG) and Amazon ($AMZN). Despite a market selloff, there is anticipation for potential investment opportunities in tech stocks, including Apple. There are also mentions of new product rumors, such as a new Apple TV expected in the first half of the year, and reflections on the company's growth and integration strategies with iOS and OS X."
2014-01-27,78.581429,79.257141,77.964287,78.64286,73.172943,138719700,"Apple may be positioning itself as a leader in the smartphone market with potential products or strategies that could surpass Samsung. Ericsson has settled patent disputes with Samsung. Investors showed interest in Apple stock, specifically in context to upcoming earnings, hoping for a positive impact similar to what Netflix experienced the previous week. Apple has also struck a new iPhone deal with Russia's Megafon.

Foxconn, Apple's manufacturing partner, is reported to plan on moving high-tech manufacturing to the U.S. Meanwhile, Apple's financial results are to be announced with much anticipation, as indicated by various sources reporting earnings expectations and boasting about aggressive trades in Apple's stock options.

Subsequently, Apple reported earnings, with iPhone sales falling short of expectations but iPad sales surpassing them. Apple's guidance for the next quarter was lower than expected, causing the stock to drop in after-hours trading. Despite this, Apple's overall revenue remains high per store, and cash reserves have increased, which could bolster arguments for increased investor returns, a subject possibly to be pushed by investors like Carl Icahn.

Additionally, there are rumors of new suppliers for the next-generation chip, referencing Apple's conference call and potential discussions on new products. Overall market sentiment appears to be mixed, with some investors disappointed by the earnings report while others see the stock's drop as an opportunity given Apple's strong performance in certain areas, like China. 

This week was significant for earnings reports from major companies, including Apple, Google, Amazon, and Facebook, bringing volatility and diverse trade strategies within the stock market."
2014-01-28,72.68,73.571426,71.724289,72.35714,67.324432,266380800,"Apple Inc. reported lower than expected iPhone sales for its first fiscal quarter, selling 51 million units against analysts' estimates of 55 million. As a result, its shares dropped significantly in after-hours trading. The company also provided a revenue outlook for the second quarter that fell short of expectations. Following the earnings report, Apple's share price suffered, and analysts debated the company's growth potential and discussed its significance within the broader stock indexes.

Investor Carl Icahn announced he had purchased an additional $500 million in Apple shares, seeing value in the stock despite its performance dip. Discussions around Apple's future product innovations and market competition also took place, with anticipation for potential new offerings like the iPhone 5C and a 4K TV. Market observers commented on Apple's R&D spending and its implications for innovation. Despite the earnings disappointment, some investors saw the dip as a buying opportunity for the undervalued stock."
2014-01-29,71.992859,72.48143,71.23143,71.535713,66.560143,125702500,"Carl Icahn bought an additional $500 million of Apple stock, bringing his total investment to $3.6 billion. Analysts have cut Apple's price targets but anticipate upcoming catalysts. Apple's stock was discussed as a potential buy after a recent selloff and there was interest in their stock movement, with mentions of a possible buy program and speculation about the company's future actions.

Apple faced pressure to expand its business horizons and there was commentary on trading strategies related to the stock. Some believe the bad news is already priced into Apple's stock, despite a recent drop after lower-than-expected iPhone sales.

There were also discussions about other technology stocks and general trading approaches, including the influence of foreign exchange rate fluctuations on stock prices."
2014-01-30,71.791428,72.35714,70.957146,71.397141,66.431213,169625400,"Donald Trump criticized Apple for not having a larger iPhone, calling the company 'dumb.' Apple is under investor scrutiny with Tim Cook's strategy infuriating some investors. Qualcomm's results have calmed fears about a smartphone market slowdown. There is powerful trading potential in options with reference to Apple. Apple's stock price is influenced by its earnings and Japanese suppliers' stock prices have slipped in response.

Apple is ramping up a manufacturing facility involving sapphire components and has patented a production method for this. Amidst talk of cheap iPhones, buybacks, and potential new products, Apple's corporate cash levels are at record highs. There is speculation about a partnership between Apple and PayPal for a mobile payment platform on the iPhone.

Concerns are raised about Apple's financial strategies and product problems as the stock is trading at relatively low earnings multiples compared to others like Twitter. Some suggest buying Apple stock due to dividends, buybacks, and new product cycles. The German government is reported to be ditching iPhones for ""NSA proof"" Blackberries. Meanwhile, Apple's old ads resurface as a nostalgic look back.

There is mention of various tech stocks including Yahoo, Amazon, Google, Facebook, Netflix, and Twitter, with hints at whether recent trends indicate good trading positions. The Federal Reserve's reduction in bond buying and Apple's stock price drop are noted, alongside a volatile stock market environment with varying performance of other stocks and indices.

In summary, Apple faces criticism over product strategy, investor strategies, and stock market performance, while potential partnerships and government decisions impact its public perception and operational dynamics. Tech stock trends vary with market sentiment affected by broader economic decisions."
2014-01-31,70.739998,71.647141,70.507141,71.514282,66.540199,116199300,"Apple is implementing iBeacon technology in 20 Major League Baseball ballparks. Investors and traders are discussing AAPL stocks and strategies, including the use of the 200-day MA and share buyback considerations. Speculation arises regarding the market cap comparison between Google and Apple. The company acquired several '.Guru' domain names and is involved in a legal battle with Samsung over a potential U.S. ban on smartphone sales. Deals and discounts on Apple products such as the MacBook Air, Mac Pros, and Retina MacBook Pros are available. Chart analysis on Apple's stock is being shared by traders. Comments are made on Carl Icahn's investment strategies regarding companies like Nuance Communications and Apple.

Condensed News Text: Apple integrates iBeacons in baseball parks, discusses stock strategies and company developments. Deals on Apple products are noted, and Carl Icahn's investment moves are a topic among traders."
2014-02-03,71.80143,72.53286,71.328575,71.647141,66.663811,100366000,"Apple is creating buzz with various developments and trading activity:

- Apple's stock saw options trades with someone selling 3/4th of their 502.50 calls at a gain of 26%.
- An ad titled 'Puppy Love' is the 2014 Ad Meter winner, suggesting a successful Apple commercial.
- Active call options for Apple are noted, signaling investor interest in short-term movements.
- There are mentions of webinars related to trading strategies and profits involving Apple stock.
- Apple released a new advertisement shot entirely with iPhones.
- The company received an upgrade to buy from Thomson Reuters/Verus, indicating positive sentiment from analysts.
- Some speculation on Twitter about Apple's stock price dipping below $500.
- Strategy discussions on making profits with options trades involving Apple.
- Apple is testing new technologies for the iWatch, including induction, solar, and motion charging.
- The stock respects resistance at 504, hinting at a potential key level for traders.
- Apple joins Google in meeting with FDA med tech regulators, indicating interest in the medical technology space.
- The company was awarded a patent for a solar-powered MacBook, which might involve electrochromic glass, and there are implications for GT Advanced Technologies Inc. ($GTAT) due to the sapphire material connection.

Condensed News Text: Apple engages in technology innovation and stock trading. It tests new charging tech for iWatch, released an iPhone-shot ad, sees trading options activity, and was awarded a solar-MacBook patent. Analysts upgrade the stock to buy, and the company meets with FDA regulators alongside Google, suggesting a move into med tech."
2014-02-04,72.264282,72.779999,71.822861,72.684288,67.62883,94170300,"BlackBerry emphatically distances itself from the U.S. market, indicating a reluctance to engage with countries it views as financially unstable. There's market analysis and correction protection strategies for stocks including AAPL, WHR, GLD, and BA. Traders boast of achieving 80 to 100% daily returns on trades with stocks such as NFLX and AAPL. Observations are made of the customer traffic in Michael Kors stores in Miami, drawing parallels to the bustling nature of Apple stores. An investor expresses confidence in their long position on AAPL, anticipating positive movements. There's mention of specific call options for stocks like GS, AAPL, AWAY, and others, with speculations on AAPL's potential run to a resistance level before the end of the day, reliant on SPY's performance.

Critiques of Apple's iCloud service highlight areas of improvement that are crucial to the company's future plans. Day trading systems are advertised claiming substantial returns, while others express frustration with AAPL's recent performance. Seeking Alpha articles speculate on Apple's potential comeback, looking at historical data. It is suggested that Apple is laying the groundwork for its content delivery infrastructure. A selection of stocks is watched, including AAPL, BBRY, FB, and others, with a focus on long positions and no short selling prospects noted. Webinars and investing strategies involving options trading are pitched to potential traders. Finally, there is a reference to a canceled Apple Super Bowl ad that would have celebrated the 30th anniversary of the Macintosh.

Condensed News Text:
Apple remains a key focus in stock market discussions with mixed sentiments on performance and strategies surrounding AAPL shares. Traders claim high returns while options trading garners attention. Some investors remain bullish on Apple, though there's criticism over iCloud services. Speculation on Apple's future plans, including content delivery infrastructure, is also present. A historical comeback for Apple is considered, while a canceled Super Bowl ad honoring the Macintosh's 30th anniversary is noted."
2014-02-05,72.365715,73.611427,72.321426,73.227142,68.133934,82086200,"Yukari Iwatani Kane has released a peek at her book on Apple's future post-Steve Jobs. Apple's stock is showing bullish signs, possibly testing new highs. The company has also hired sleep research expert Roy J.E.M Raymann, potentially for the iWatch team. Apple's iWatch represents a significant market opportunity, estimated at $17.5 billion. Positive sentiment is observed surrounding several tickers including AAPL, with the stock experiencing upward pressure. Questions are raised about Google's use of personal information and its impact on user privacy.

Condensed:

Apple's outlook after Steve Jobs is explored in Yukari Iwatani Kane's new book. The company's stock is bullish. Apple hires sleep expert for potential iWatch development, with the iWatch market valued at $17.5 billion. There is positive sentiment and upward pressure on AAPL's stock, alongside privacy concerns related to Google."
2014-02-06,72.865715,73.35714,72.544289,73.215714,68.531052,64441300,"Apple Inc. (AAPL) is rumored to release the 'iWatch' in the second half of 2014. Speculation arises from a job listing that hints at health tracking capabilities. AAPL stocks are currently seen as long-term investment opportunities. After the ex-dividend date, there is speculation whether AAPL's stock price will drop below $500. Discussions are ongoing about the stock's performance in comparison to the market and other stocks like McDonald's (MCD). There's also talk about an 'iCard' potentially boosting Apple's stock value. Some traders share a positive outlook on AAPL, recommending patience for good returns. Technical analysis suggests a near-term stock price target for AAPL."
2014-02-07,74.482857,74.704285,73.91143,74.239998,69.489799,92570100,"Apple Inc. (AAPL) has been actively conducting share buybacks, repurchasing $14 billion of its shares in a two-week period following what some considered disappointing Q1 results. Carl Icahn, a notable investor, has been vocal about Apple's stock valuation, suggesting it is undervalued based on comparisons to Google's (GOOG) operating profit multiples. Amidst speculation, there are expectations for Apple to launch new products in various categories within the year.

Speculations include potential new areas such as health bands/iWatch and fingerprint payments technology. The company also finds support for its share buyback proposition from its board and continues to have a significant cash reserve, allowing it to buy back shares or potentially pursue acquisitions.

There are debates on whether spending on share repurchases is the best use of Apple's funds, alongside chatter about iPad use in London's Metropolitan Police and rumors of new product materials like scratch-proof iPhone screens. There is also competition-related news regarding BBM updates for Android and iPhone aimed to compete with Apple's messaging services.

Lastly, chatter involves Apple's stock price movements and trading strategies, with various traders commenting on the stock's performance and issuing bullish and bearish stances, as well as discussing Apple's place in the stock market relative to competitors such as Google and Exxon Mobil."
2014-02-10,74.094284,75.998573,74.0,75.57,70.734695,86389800,"1. Carl Icahn no longer pursuing his proposal for Apple to increase its stock buyback program after recent buybacks performed by the company.
2. Steve Jobs included in the 'American Cool' exhibit at the National Portrait Gallery.
3. News mention of Apple's stock potentially undervalued compared to Google when considering operating profit multiples.
4. Speculation about Apple potentially entering the GPS watch market due to the company's reputation as a trendsetter.
5. Mention of opposition from proxy advisor ISS against Carl Icahn's $50 billion stock repurchase proposal for Apple, praising the board's efforts.
6. Reports of Apple’s stock recovering 60% of its post-earnings losses.
7. Google surpasses Exxon Mobil in market value, but Apple remains the most valuable.
8. Apple received a new price target of $590.00 from Needham & Company.
9. Suggestion for Apple to simplify the app review process on iPhones."
2014-02-11,75.80143,76.821426,75.64286,76.565712,71.666718,70564200,"Apple Inc. (AAPL) is highlighted as a strong pick by investors, with Carl Icahn's tweets emphasizing its undervaluation compared to Google (GOOG) and investors are encouraged to keep buying Apple shares. AAPL reached new highs with ongoing interest in the stock. Discussions suggest a potential partnership between tech giants Apple, Google, and Netflix (NFLX) to develop a nationwide fiber system as there's skepticism about telecom companies undertaking the expansion. Additionally, there's attention on rare earth prices affecting stocks like MCP, with potential gains due to price rebounds. Apple is also involved in a battle regarding an antitrust monitor and shareholder proposals, with ISS siding with Apple against Icahn's proposal. Daytrading and options trading surrounding AAPL and other tech stocks remain a prominent focus among investors."
2014-02-12,76.707146,77.080002,76.177139,76.559998,71.661362,77025200,"Apple's technical levels receive an intraday update as retail investors show a preference for buying Apple shares and selling Facebook shares, trading with professional-like behavior. Discussions about Apple's prospects, including products in converged mobility, are ongoing. Commentary indicates a change in perception of Apple's stock compared to 2012, while its performance in daytrading is highlighted with free trial alerts for potential high gains. Concerns are raised as Apple and Google stocks contribute to S&P downtrends. Apple's outlook is up for debate, with anticipation for a set-top box story involving Time Warner. Additionally, Apple faces a setback as it loses a bid to remove an antitrust monitor linked to an e-book controversy.

Condensed News Text:
Retail investors favor AAPL over FB, trading with professional acumen as Apple's technical and market outlook are actively discussed. AAPL's daytrading performance is promoted. Its role in S&P movements and potential Time Warner set-top box news gain attention, alongside a legal hiccup in removing an antitrust monitor from an e-book case."
2014-02-13,76.379997,77.835716,76.314285,77.775711,72.799271,76849500,"Apple is rumored to be working on a bigger, higher-resolution iPhone 6 that's scratch-proof. There's speculation about a new Apple TV device in collaboration with Time Warner Cable. Suppliers for Apple have stopped using a certain disputed metal, as reported by the Wall Street Journal. There's also talk of a leaked photo of the purported iPhone 6.

Trading discussions mention extreme options trading for potential 100% returns, with free alerts for stocks like $AAPL and others. There are mentions of strategy for short-term selling of Apple stock depending on sentiment indicators. There's also a reference to Apple's stock price being flat, taking into account the dividend payout. Finally, Google is suggested to have surpassed Exxon Mobil to become the second-largest company by market cap, following Apple."
